id,codigoestacion,codigosensor,fechaobservacion,valorobservado,nombreestacion,departamento,municipio,zonahidrografica,latitud,longitud,descripcionsensor,unidadmedida
4189,0023055502,0068,2018-03-02T22:35:00.000,17.7185,VILLARAZ  - AUT,CALDAS,PENSILVANIA,MEDIO MAGDALENA,5.383333333,-75.06638889,Temp Aire 2 m,°C
4190,2120700037,0068,2019-04-13T03:22:00.000,12.44,CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.556,-74.125,Temp Aire 2 m,°C
4191,0052055502,0068,2019-02-13T20:55:00.000,17.26358,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Temp Aire 2 m,°C
4192,0026255030,0068,2018-06-29T13:00:00.000,25.9,SANTA ISABEL VALDIVIA - AUT,ANTIOQUIA,VALDIVIA,CAUCA,7.157277778,-75.44222222,Temp Aire 2 m,°C
4193,0036015501,0068,2018-04-10T20:35:00.000,21.29727,TAMARA  - AUT,CASANARE,TÁMARA,CASANARE,5.872219444,-72.11944167,Temp Aire 2 m,°C
4194,0021205502,0068,2018-05-12T11:45:00.000,20.88967,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Temp Aire 2 m,°C
4195,0021206810,0068,2014-05-25T21:20:00.000,16.6,SAN BENITO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.55,-74.233,Temp Aire 2 m,°C
4196,0021205502,0068,2017-03-17T21:00:00.000,19,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Temp Aire 2 m,°C
4197,0053115502,0068,2017-05-22T13:00:00.000,21.4,JULIO FERNANDEZ  - AUT,VALLE DEL CAUCA,RESTREPO,TAPAJE - DAGUA - DIRECTOS,3.809163889,-76.53305556,Temp Aire 2 m,°C
4198,0052055501,0068,2018-10-03T22:15:00.000,18.04925,OSPINA PEREZ  - AUT,NARIÑO,CONSACÁ,PATÍA,1.254722222,-77.48777778,Temp Aire 2 m,°C
4199,0028045501,0068,2018-12-30T16:55:00.000,26.26877,PUEBLO BELLO  - AUT,CESAR,PUEBLO BELLO,CESAR,10.42166667,-73.57471944,Temp Aire 2 m,°C
4200,0026135300,0068,2018-08-02T12:00:00.000,21.7,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,CAUCA,4.761916667,-75.74491667,Temp Aire 2 m,°C
4201,0021206780,0068,2013-11-09T21:15:00.000,14.2,LA INDEPENDENCIA FOPAE Fuera de Servicio,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.317,Temp Aire 2 m,°C
4202,0021202250,0068,2014-07-07T21:00:00.000,13.6,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Temp Aire 2 m,°C
4203,2120700038,0068,2019-01-30T11:45:00.000,18.9,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Temp Aire 2 m,°C
4204,0026195501,0068,2018-12-11T15:05:00.000,25.9896,ANDES  - AUT,ANTIOQUIA,ANDES,CAUCA,5.660108333,-75.91413889,Temp Aire 2 m,°C
4205,0021085501,0068,2018-06-28T07:10:00.000,16.77343,TERUEL  - AUT,HUILA,TERUEL,ALTO MAGDALENA,2.762997222,-75.61144167,Temp Aire 2 m,°C
4206,0029065140,0068,2018-05-12T11:00:00.000,32.69,COLEGIO KANKAWARWA,MAGDALENA,FUNDACIÓN,BAJO MAGDALENA,10.452,-73.973,Temp Aire 2 m,°C
4207,0014017001,0068,2016-04-27T22:00:00.000,28.6,TESORO INVEMAR,BOLÍVAR,CARTAGENA DE INDIAS,BAJO MAGDALENA,10.235,-75.741,Temp Aire 2 m,°C
4208,0021205524,0068,2019-06-13T02:40:00.000,9.347,VETA LARGA  - AUT,CUNDINAMARCA,ZIPAQUIRÁ,ALTO MAGDALENA,5.075,-74.057,Temp Aire 2 m,°C
4209,0024015508,0068,2018-11-17T07:10:00.000,13.949,HACIENDA LA MESA  - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.308,-74.282,Temp Aire 2 m,°C
4210,0023025501,0068,2017-12-20T12:35:00.000,27.20606,MANZANARES  - AUT,CALDAS,MANZANARES,MEDIO MAGDALENA,5.163913889,-75.11740833,Temp Aire 2 m,°C
4211,0016025503,0068,2017-11-19T11:05:00.000,18.09479,GRAMALOTE  - AUT,NORTE DE SANTANDER,GRAMALOTE,CATATUMBO,7.923163889,-72.83375556,Temp Aire 2 m,°C
4212,2120700037,0068,2019-05-26T16:23:00.000,16.76,CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.556,-74.125,Temp Aire 2 m,°C
4213,0023085260,0068,2014-04-23T06:00:00.000,12.8,LA SELVA - AUT,ANTIOQUIA,RIONEGRO,MEDIO MAGDALENA,6.131916667,-75.41455556,Temp Aire 2 m,°C
4214,0021197430,0068,2008-10-16T12:00:00.000,30.4,PROVIDENCIA - PROVIDENCIA,CUNDINAMARCA,FUSAGASUGÁ,ALTO MAGDALENA,4.367,-74.3,Temp Aire 2 m,°C
4215,2120700038,0068,2019-02-18T19:00:00.000,16.86,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Temp Aire 2 m,°C
4216,0021165501,0068,2018-05-17T12:45:00.000,22.55605,DOLORES  - AUT,TOLIMA,DOLORES,ALTO MAGDALENA,3.537155556,-74.82982778,Temp Aire 2 m,°C
4217,0023065503,0068,2018-11-01T16:25:00.000,22.58529,EL MIRADOR  - AUT,CUNDINAMARCA,SASAIMA,MEDIO MAGDALENA,4.95,-74.4,Temp Aire 2 m,°C
4218,0021202200,0068,2014-05-17T05:30:00.000,12.3,VITELMA,BOGOTA D.C.,"BOGOTA, D.C",META,4.575,-74.072,Temp Aire 2 m,°C
4219,0026135300,0068,2004-12-08T22:19:05.000,0,PNN QUIMBAYA - AUT,RISARALDA,PEREIRA,CAUCA,4.761916667,-75.74491667,Temp Aire 2 m,°C
4220,0021185501,0068,2016-06-30T14:40:00.000,26.5,ROVIRA  - AUT,TOLIMA,ROVIRA,ALTO MAGDALENA,4.266666667,-75.28305556,Temp Aire 2 m,°C
4221,0028025130,0068,2014-12-12T05:00:00.000,23.5,LA LOMA CARBONES - AUT,CESAR,EL PASO,CESAR,9.640611111,-73.52394444,Temp Aire 2 m,°C
4222,0021015040,0068,2018-11-17T17:00:00.000,18.8,LA PRIMAVERA - AUT,HUILA,SALADOBLANCO,ALTO MAGDALENA,2.021583333,-76.11433333,Temp Aire 2 m,°C
4223,0035025090,0068,2018-02-20T09:00:00.000,10.8,BOSQUE INTERVENIDO  - AUT,CUNDINAMARCA,LA CALERA,META,4.664888889,-73.84663889,Temp Aire 2 m,°C
4224,0023055502,0068,2016-07-20T15:15:00.000,23.1,VILLARAZ  - AUT,CALDAS,PENSILVANIA,MEDIO MAGDALENA,5.383333333,-75.06638889,Temp Aire 2 m,°C
4225,2120000107,0068,2018-11-04T12:43:00.000,16.44,LA FISCALA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.536,-74.106,Temp Aire 2 m,°C
4226,0015065180,0068,2019-07-05T03:00:00.000,26.9,APTO ALMIRANTE PADILLA TX GPRS,LA GUAJIRA,RIOHACHA,CARIBE - GUAJIRA,11.53,-72.918,Temp Aire 2 m,°C
4227,0021205791,0068,2017-01-28T01:00:00.000,10.9,APTO EL DORADO - TX GPRS,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.706,-74.151,Temp Aire 2 m,°C
4228,0021201200,0068,2014-03-20T01:35:00.000,7.77,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.343,-74.184,Temp Aire 2 m,°C
4229,0026125504,0068,2018-04-26T16:50:00.000,21.64712,PARAGUAICITO  - AUT,QUINDÍO,BUENAVISTA,CAUCA,4.395555556,-75.73416667,Temp Aire 2 m,°C
4230,2120000104,0068,2019-07-08T09:25:00.000,14.62,COLEGIO MIGUEL ANTONIO CARO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.813,-74.031,Temp Aire 2 m,°C
4231,0022075050,0068,2010-01-07T22:00:00.000,8,PARAMO DE YERBABUENA  - AUT,TOLIMA,RONCESVALLES,SALDAÑA,4.075805556,-75.70083333,Temp Aire 2 m,°C
4232,0026125507,0068,2016-07-14T19:10:00.000,22.6,ARTURO GOMEZ  - AUT,VALLE DEL CAUCA,ALCALÁ,CAUCA,4.671388889,-75.77721944,Temp Aire 2 m,°C
4233,0021115180,0068,2006-08-07T19:00:00.000,30.3,HACIENDA MANILA - AUT,HUILA,BARAYA,ALTO MAGDALENA,3.133055556,-75.08152778,Temp Aire 2 m,°C
4234,0026125509,0068,2018-11-03T19:45:00.000,16.62751,ESPERANZA LA  - AUT,QUINDÍO,PIJAO,CAUCA,4.299444444,-75.72508056,Temp Aire 2 m,°C
4235,0026145506,0068,2018-07-16T20:20:00.000,22.10634,FILO BONITO  - AUT,CALDAS,BELALCAZAR,CAUCA,4.986358333,-75.84574722,Temp Aire 2 m,°C
4236,0037015030,0068,2018-08-14T21:00:00.000,7.9,BERLIN - AUT,SANTANDER,TONA,ARAUCA,7.187,-72.8685,Temp Aire 2 m,°C
4237,0026185501,0068,2017-09-16T04:00:00.000,16.09187,SONSON  - AUT,ANTIOQUIA,SONSÓN,CAUCA,5.677719444,-75.34780556,Temp Aire 2 m,°C
4238,0026145504,0068,2019-03-08T07:00:00.000,16.06578,OSPIRMA  - AUT,RISARALDA,GUÁTICA,CAUCA,5.325552778,-75.812775,Temp Aire 2 m,°C
4239,0052055150,0068,2014-01-14T20:00:00.000,8.5,CERRO PARAMO  - AUT,NARIÑO,PUERRES,PATÍA,0.843111111,-77.38880556,Temp Aire 2 m,°C
4240,2120700037,0068,2018-11-08T17:34:00.000,16.7,CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.556,-74.125,Temp Aire 2 m,°C
4241,0021205515,0068,2018-11-10T19:10:00.000,11.216,MERENGO  - AUT,CUNDINAMARCA,SOACHA,ALTO MAGDALENA,4.7,-74.174,Temp Aire 2 m,°C
4242,0022045502,0068,2018-11-22T07:50:00.000,21.04925,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Temp Aire 2 m,°C
4243,0015075150,0068,2011-04-10T12:00:00.000,32.4,PAICI - AUT,LA GUAJIRA,URIBIA,CARIBE - GUAJIRA,11.59494444,-72.32575,Temp Aire 2 m,°C
4244,0021215501,0068,2019-06-16T17:15:00.000,22.24046,ESPERANZA LA  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.45,-75.25,Temp Aire 2 m,°C
4245,0026145090,0068,2017-11-23T00:00:00.000,16,SANTA EMILIA - AUT,RISARALDA,BELÉN DE UMBRÍA,CAUCA,5.207472222,-75.90294444,Temp Aire 2 m,°C
4246,0024035501,0068,2017-10-19T01:55:00.000,16.34101,ARATOCA  - AUT,SANTANDER,ARATOCA,SOGAMOSO,6.70155,-73.06749167,Temp Aire 2 m,°C
4247,0016025502,0068,2017-07-07T16:25:00.000,25.68969,FRANCISCO ROMERO  - AUT,NORTE DE SANTANDER,SALAZAR,CATATUMBO,7.739166667,-72.78055278,Temp Aire 2 m,°C
4248,0021045501,0068,2019-06-03T11:50:00.000,18.25999,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041941667,-76.01191667,Temp Aire 2 m,°C
4249,0026145504,0068,2018-03-26T19:20:00.000,18.59735,OSPIRMA  - AUT,RISARALDA,GUÁTICA,CAUCA,5.325552778,-75.812775,Temp Aire 2 m,°C
4250,0026075120,0068,2006-12-30T08:00:00.000,22.2,LA DIANA - AUT,VALLE DEL CAUCA,FLORIDA,CAUCA,3.314055556,-76.18569444,Temp Aire 2 m,°C
4251,0026125504,0068,2018-06-13T14:00:00.000,27.63917,PARAGUAICITO  - AUT,QUINDÍO,BUENAVISTA,CAUCA,4.395555556,-75.73416667,Temp Aire 2 m,°C
4252,0021206930,0068,2008-12-25T04:00:00.000,0,PARAMO GUERRERO  - AUT,CUNDINAMARCA,ZIPAQUIRÁ,ALTO MAGDALENA,5.086444444,-74.02216667,Temp Aire 2 m,°C
4253,0021045501,0068,2019-08-01T15:30:00.000,22.75998,OPORAPA  - AUT,HUILA,OPORAPA,ALTO MAGDALENA,2.041941667,-76.01191667,Temp Aire 2 m,°C
4254,0023065502,0068,2019-06-02T17:35:00.000,24.26001,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Temp Aire 2 m,°C
4255,0024035380,0068,2014-10-15T06:00:00.000,0.9,NEVADO DEL COCUY - AUT,BOYACÁ,GUICÁN,SOGAMOSO,6.509111111,-72.31416667,Temp Aire 2 m,°C
4256,0021015501,0068,2017-03-06T17:30:00.000,20.5,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777527778,-76.19163889,Temp Aire 2 m,°C
4257,2120000102,0068,2019-05-31T00:54:00.000,12.16,COLEGIO CARLOS PIZARRO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.635,-74.205,Temp Aire 2 m,°C
4258,0016055501,0068,2017-02-16T23:10:00.000,17.9,GABRIEL MARIA  - AUT,NORTE DE SANTANDER,CONVENCIÓN,CATATUMBO,8.412497222,-73.33944167,Temp Aire 2 m,°C
4259,0021202250,0068,2011-12-03T02:40:00.000,12.8,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Temp Aire 2 m,°C
4260,0054015020,0068,2018-10-07T04:00:00.000,23.7,PR CHOCO: TADO,CHOCÓ,TADÓ,SAN JUÁN,5.27,-76.552,Temp Aire 2 m,°C
4261,0021202240,0068,2013-12-19T22:20:00.000,13.88,UAN SEDE CIRCUNVALAR - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.633,-74.05,Temp Aire 2 m,°C
4262,0026195502,0068,2018-08-09T01:20:00.000,21.4452,CIUDAD BOLIVAR  - AUT,ANTIOQUIA,CIUDAD BOLÍVAR,CAUCA,5.868666667,-75.99044167,Temp Aire 2 m,°C
4263,0023085270,0068,2017-04-19T11:00:00.000,17.9,APTO J.M CORDOVA TX GPRS,ANTIOQUIA,RIONEGRO,MEDIO MAGDALENA,6.169,-75.426,Temp Aire 2 m,°C
4264,0026145090,0068,2016-05-12T08:00:00.000,20.1,SANTA EMILIA - AUT,RISARALDA,BELÉN DE UMBRÍA,CAUCA,5.207472222,-75.90294444,Temp Aire 2 m,°C
4265,0035025502,0068,2019-08-17T17:00:00.000,8.177,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
4266,2120000105,0068,2019-01-15T03:13:00.000,9.35,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Temp Aire 2 m,°C
4267,0026125506,0068,2016-09-02T17:30:00.000,24.7,EL AGRADO  - AUT,QUINDÍO,MONTENEGRO,CAUCA,4.518333333,-75.7925,Temp Aire 2 m,°C
4268,0025025280,0068,2014-04-01T04:00:00.000,23.6,EL TESORO IDEAM  - AUT,SUCRE,MORROA,BAJO MAGDALENA- CAUCA -SAN JORGE,9.357083333,-75.28925,Temp Aire 2 m,°C
4269,0011025501,0068,2018-01-26T23:55:00.000,15.56612,CARMEN DE ATRATO  - AUT,CHOCO,EL CARMEN,ATRATO - DARIÉN,5.888719444,-76.14516667,Temp Aire 2 m,°C
4270,0026175502,0068,2017-10-10T04:40:00.000,19.53836,LA CRISTALINA  - AUT,ANTIOQUIA,TÁMESIS,CAUCA,5.7,-75.65999722,Temp Aire 2 m,°C
4271,0013095010,0068,2007-07-04T21:00:00.000,30.6,COVEÑAS - DIMAR,SUCRE,TOLÚ,CARIBE - LITORAL,9.383,-75.667,Temp Aire 2 m,°C
4272,0021055070,0068,2017-06-02T12:00:00.000,23.5,INZA - AUT,CAUCA,INZÁ,ALTO MAGDALENA,2.548194444,-76.06394444,Temp Aire 2 m,°C
4273,0021209940,0068,2015-11-02T22:40:00.000,15,GRAVILLERAS - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.533,-74.117,Temp Aire 2 m,°C
4274,2120000106,0068,2019-05-16T18:41:00.000,10.32,GRAN BRETAÑA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.512,-74.164,Temp Aire 2 m,°C
4275,0016055501,0068,2018-11-12T11:35:00.000,22.84905,GABRIEL MARIA  - AUT,NORTE DE SANTANDER,CONVENCIÓN,CATATUMBO,8.412497222,-73.33944167,Temp Aire 2 m,°C
4276,2120000105,0068,2019-07-10T09:59:00.000,13.75,EL CODITO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.763,-74.022,Temp Aire 2 m,°C
4277,0021215160,0068,2015-03-25T08:00:00.000,22.5,CERROS NOROCCIDENTALES  - AUT,TOLIMA,IBAGUÉ,ALTO MAGDALENA,4.470361111,-75.24386111,Temp Aire 2 m,°C
4278,0014015020,0068,2015-11-13T00:00:00.000,27.9,APTO RAFAEL NUÑEZ  TX GPRS,BOLÍVAR,CARTAGENA,CARIBE - LITORAL,10.447,-75.516,Temp Aire 2 m,°C
4279,2120700037,0068,2019-01-15T02:21:00.000,10.53,CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.556,-74.125,Temp Aire 2 m,°C
4280,2120700038,0068,2019-04-29T13:02:00.000,19.06,SAN FRANCISCO - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.562,-74.149,Temp Aire 2 m,°C
4281,2120700037,0068,2018-11-06T02:15:00.000,12.29,CASAS FISCALES ESCUELA DE ARTILLERÍA - AUT,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.556,-74.125,Temp Aire 2 m,°C
4282,0024015508,0068,2019-08-10T19:10:00.000,14.173,HACIENDA LA MESA  - AUT,CUNDINAMARCA,PASCA,ALTO MAGDALENA,4.308,-74.282,Temp Aire 2 m,°C
4283,0044035501,0068,2019-03-13T21:05:00.000,20.75702,PAUJIL  - AUT,CAQUETA,EL PAUJIL,CAQUETÁ,1.573819444,-75.3402,Temp Aire 2 m,°C
4284,0035185010,0068,2019-06-24T22:00:00.000,23.6,LA PALOMERA - AUT,META,PUERTO LÓPEZ,META,4.260361111,-72.56447222,Temp Aire 2 m,°C
4285,0016055120,0068,2007-06-21T14:00:00.000,23.2,AGUAS DE LA VIRGEN  - AUT,NORTE DE SANTANDER,OCAÑA,CATATUMBO,8.227694444,-73.3975,Temp Aire 2 m,°C
4286,0029004520,0068,2012-08-24T16:00:00.000,27.5,ESCUELA NAVAL BARRANQUILLA  - AUT,ATLANTICO,BARRANQUILLA,BAJO MAGDALENA,11.00638889,-74.785,Temp Aire 2 m,°C
4287,0023015501,0068,2019-04-03T05:20:00.000,18.50355,FRESNO  - AUT,TOLIMA,FRESNO,MEDIO MAGDALENA,5.155638889,-75.00313611,Temp Aire 2 m,°C
4288,0053115502,0068,2019-07-08T06:35:00.000,17.99755,JULIO FERNANDEZ  - AUT,VALLE DEL CAUCA,RESTREPO,TAPAJE - DAGUA - DIRECTOS,3.809163889,-76.53305556,Temp Aire 2 m,°C
4289,0021215190,0068,2017-02-05T04:00:00.000,12.5,CAJAMARCA - AUT,TOLIMA,CAJAMARCA,ALTO MAGDALENA,4.435666667,-75.50036111,Temp Aire 2 m,°C
4290,0026085501,0068,2018-12-22T17:35:00.000,23.08214,LA CELIA  - AUT,RISARALDA,LA CELIA,CAUCA,5.001330556,-75.998,Temp Aire 2 m,°C
4291,0054077210,0068,2008-10-17T15:00:00.000,26.6,JUANCHACO - AUT,VALLE DEL CAUCA,BUENAVENTURA,SAN JUÁN,3.925147222,-77.34900556,Temp Aire 2 m,°C
4292,0023065501,0068,2019-06-08T02:45:00.000,15.47305,PACHO  - AUT,CUNDINAMARCA,PACHO,MEDIO MAGDALENA,5.129127778,-74.15769722,Temp Aire 2 m,°C
4293,0027015330,0068,2019-05-26T03:00:00.000,17.7,APTO OLAYA HERRERA - TX GPRS,ANTIOQUIA,MEDELLÍN,NECHÍ,6.221,-75.589,Temp Aire 2 m,°C
4294,0021205521,0068,2019-04-14T09:10:00.000,15.748,SANTA HELENA  - AUT,CUNDINAMARCA,LA CALERA,ALTO MAGDALENA,4.738,-73.936,Temp Aire 2 m,°C
4295,0015065180,0068,2017-02-28T12:00:00.000,33.5,APTO ALMIRANTE PADILLA TX GPRS,LA GUAJIRA,RIOHACHA,CARIBE - GUAJIRA,11.53,-72.918,Temp Aire 2 m,°C
4296,0053075020,0068,2016-02-08T16:00:00.000,18,EL DIVISO - AUT,CAUCA,ARGELIA,TAPAJE - DAGUA - DIRECTOS,2.311416667,-77.25877778,Temp Aire 2 m,°C
4297,0052055502,0068,2017-08-21T14:10:00.000,24.78878,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Temp Aire 2 m,°C
4298,0021202170,0068,2011-05-18T15:15:00.000,17.3,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Temp Aire 2 m,°C
4299,0026175502,0068,2018-07-04T12:40:00.000,31.18918,LA CRISTALINA  - AUT,ANTIOQUIA,TÁMESIS,CAUCA,5.7,-75.65999722,Temp Aire 2 m,°C
4300,0035025502,0068,2019-07-02T06:00:00.000,7.207,LA ESMERALDA-  - AUT,BOGOTA,"BOGOTA, D.C",META,4.56,-74,Temp Aire 2 m,°C
4301,0021255160,0068,2018-02-01T14:00:00.000,36.4,HACIENDA PAJONALES,TOLIMA,AMBALEMA,ALTO MAGDALENA,4.760722222,-74.83425,Temp Aire 2 m,°C
4302,0023065502,0068,2018-02-25T13:50:00.000,16.74466,LA PALMA  - AUT,CUNDINAMARCA,LA PALMA,MEDIO MAGDALENA,5.330266667,-74.40156111,Temp Aire 2 m,°C
4303,0052035501,0068,2018-04-27T00:30:00.000,17.76263,EL SAUCE  - AUT,NARIÑO,LA UNIÓN,PATÍA,1.615555556,-77.10971944,Temp Aire 2 m,°C
4304,0021202250,0068,2016-01-10T07:40:00.000,15.3,DOÑA JUANA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.5,-74.133,Temp Aire 2 m,°C
4305,0026095320,0068,2005-09-16T21:00:00.000,21.8,EL VINCULO - AUT,VALLE DEL CAUCA,BUGA,CAUCA,3.834805556,-76.30000556,Temp Aire 2 m,°C
4306,0023065504,0068,2019-07-03T05:00:00.000,18.1,VIANI - CAR,CUNDINAMARCA,VIANÍ,MEDIO MAGDALENA,4.872,-74.573,Temp Aire 2 m,°C
4307,0026155503,0068,2016-06-22T23:50:00.000,18.3,PLANALTO  - AUT,CALDAS,MANIZALES,CAUCA,4.989722222,-75.58971944,Temp Aire 2 m,°C
4308,0024025030,0068,2019-04-07T12:00:00.000,15.7,LA SIERRA - AUT,BOYACÁ,PAIPA,SOGAMOSO,5.966388889,-73.16389139,Temp Aire 2 m,°C
4309,0021201200,0068,2014-02-22T18:30:00.000,9.1,ESC LA UNION - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.343,-74.184,Temp Aire 2 m,°C
4310,0021202220,0068,2012-07-20T00:20:00.000,14.6,PARAISO - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.617,-74.05,Temp Aire 2 m,°C
4311,0026145503,0068,2016-06-28T14:00:00.000,30.1,ANSERMA  - AUT,CALDAS,ANSERMA,CAUCA,5.231330556,-75.77961667,Temp Aire 2 m,°C
4312,0021165502,0068,2016-07-11T11:05:00.000,25.6,VILLARICA  - AUT,TOLIMA,VILLARRICA,ALTO MAGDALENA,3.955641667,-74.59178611,Temp Aire 2 m,°C
4313,0052055502,0068,2016-08-07T14:25:00.000,27.1,SANDONA  - AUT,NARIÑO,SANDONÁ,PATÍA,1.300888889,-77.46035833,Temp Aire 2 m,°C
4314,0036015501,0068,2019-07-12T03:05:00.000,19.6638,TAMARA  - AUT,CASANARE,TÁMARA,CASANARE,5.872219444,-72.11944167,Temp Aire 2 m,°C
4315,0037015501,0068,2017-08-13T07:00:00.000,9.051397,LABATECA  - AUT,NORTE DE SANTANDER,LABATECA,ARAUCA,7.296058333,-72.49772778,Temp Aire 2 m,°C
4316,0035025090,0068,2013-04-05T09:00:00.000,14.9,BOSQUE INTERVENIDO  - AUT,CUNDINAMARCA,LA CALERA,META,4.664888889,-73.84663889,Temp Aire 2 m,°C
4317,0021205502,0068,2019-03-02T15:00:00.000,21.74549,MISIONES  - AUT,CUNDINAMARCA,EL COLEGIO,ALTO MAGDALENA,4.544997222,-74.44055556,Temp Aire 2 m,°C
4318,0022045502,0068,2016-08-18T12:45:00.000,26.6,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Temp Aire 2 m,°C
4319,0026135501,0068,2017-09-21T11:45:00.000,30.47078,EL PILAMO  - AUT,RISARALDA,PEREIRA,CAUCA,4.868333333,-75.79333333,Temp Aire 2 m,°C
4320,0021202170,0068,2016-02-26T19:30:00.000,23.4,SIERRA MORENA - FOPAE,BOGOTA D.C.,"BOGOTA, D.C",ALTO MAGDALENA,4.567,-74.167,Temp Aire 2 m,°C
4321,0021015501,0068,2018-02-18T16:45:00.000,21.56922,PITALITO  - AUT,HUILA,PITALITO,ALTO MAGDALENA,1.777527778,-76.19163889,Temp Aire 2 m,°C
4322,0026185501,0068,2018-06-27T18:25:00.000,18.04408,SONSON  - AUT,ANTIOQUIA,SONSÓN,CAUCA,5.677719444,-75.34780556,Temp Aire 2 m,°C
4323,0022045502,0068,2018-05-10T13:10:00.000,20.57136,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Temp Aire 2 m,°C
4324,0054035501,0068,2016-07-26T06:45:00.000,15.9,SANTIAGO GUTIERREZ  - AUT,VALLE DEL CAUCA,ARGELIA,SAN JUÁN,4.726388889,-76.11446944,Temp Aire 2 m,°C
4325,0024025090,0068,2006-10-17T21:00:00.000,15.8,MOGOTES - AUT,SANTANDER,MOGOTES,SOGAMOSO,6.47,-72.96888889,Temp Aire 2 m,°C
4326,0023195230,0068,2018-05-09T13:00:00.000,24.2,NEOMUNDO - AUT,SANTANDER,BUCARAMANGA,MEDIO MAGDALENA,7.102611111,-73.10730556,Temp Aire 2 m,°C
4327,0011159010,0068,2014-10-04T21:00:00.000,27.2,CAPURGANA - TX GPRS,CHOCÓ,ACANDÍ,ATRATO - DARIÉN,8.616,-77.331,Temp Aire 2 m,°C
4328,0022045502,0068,2018-10-28T06:45:00.000,16.79475,EL RUBY  - AUT,TOLIMA,PLANADAS,SALDAÑA,3.95,-75.66666667,Temp Aire 2 m,°C
4329,0016035501,0068,2016-09-21T16:50:00.000,22.1,SARDINATA  - AUT,NORTE DE SANTANDER,SARDINATA,CATATUMBO,8.151169444,-72.86776667,Temp Aire 2 m,°C
